resource_id,avg_cpu,avg_network_in,avg_network_out,monthly_cost,resource_label
res-normal-0481,59.64,30726.9,48246.1,192.64,normal
res-normal-0482,43.46,5550.4,35869.0,361.48,normal
res-normal-0483,31.11,44478.7,64756.9,312.99,normal
res-normal-0484,76.6,81241.5,71458.9,69.34,normal
res-normal-0485,58.5,60737.2,25311.0,40.42,normal
res-normal-0486,43.42,46034.5,41979.1,104.8,normal
res-normal-0487,79.46,92643.0,20933.5,466.19,normal
res-normal-0488,31.07,92571.3,95241.0,25.78,normal
res-normal-0489,75.78,97050.0,90684.3,485.94,normal
res-normal-0490,63.02,8737.5,85129.1,314.64,normal
res-normal-0491,66.88,42308.1,57612.4,93.72,normal
res-normal-0492,74.39,8426.7,73248.3,427.51,normal
res-normal-0493,58.35,51473.2,31909.2,485.34,normal
res-normal-0494,73.99,37529.9,18305.9,125.4,normal
res-normal-0495,57.84,94314.3,73680.5,123.32,normal
res-normal-0496,81.57,38441.9,85320.5,136.02,normal
res-normal-0497,67.12,92740.4,26531.5,352.6,normal
res-normal-0498,89.24,15909.2,9751.8,343.61,normal
res-normal-0499,50.38,8053.2,48055.3,381.81,normal
res-normal-0500,47.11,34169.6,84724.2,269.63,normal
res-zombie-0001,2.53,44.6,95.3,332.38,zombie
res-zombie-0002,0.35,88.5,48.9,87.99,zombie
res-zombie-0003,0.46,68.8,4.7,157.57,zombie
res-zombie-0004,0.42,44.1,41.4,270.5,zombie
res-zombie-0005,0.84,3.2,61.4,199.38,zombie
res-zombie-0006,1.95,10.9,1.4,139.18,zombie
res-zombie-0007,1.37,39.4,81.0,201.36,zombie
res-zombie-0008,1.59,59.4,2.2,267.26,zombie
res-zombie-0009,1.03,42.1,10.0,395.75,zombie
res-zombie-0010,2.83,2.2,60.1,386.65,zombie
res-zombie-0011,0.85,78.8,63.2,466.0,zombie
res-zombie-0012,2.94,4.2,44.5,282.55,zombie
res-zombie-0013,0.44,33.6,98.8,27.79,zombie
res-zombie-0014,1.36,84.3,32.4,250.3,zombie
res-zombie-0015,2.93,47.5,13.1,44.83,zombie
res-zombie-0016,2.84,26.6,50.4,63.54,zombie
res-zombie-0017,1.27,93.0,50.2,486.14,zombie
res-zombie-0018,0.78,50.5,86.0,235.16,zombie
res-zombie-0019,0.84,85.5,39.0,274.75,zombie
res-zombie-0020,2.93,18.6,30.1,34.91,zombie
res-zombie-0021,1.18,20.0,68.0,107.03,zombie
res-zombie-0022,2.02,26.3,35.5,187.45,zombie
res-zombie-0023,2.15,46.7,36.1,429.26,zombie
res-zombie-0024,1.72,21.4,90.0,184.47,zombie
res-zombie-0025,0.12,49.5,12.4,134.46,zombie
res-zombie-0026,2.24,13.1,80.7,469.72,zombie
res-zombie-0027,1.82,71.0,71.4,496.55,zombie
res-zombie-0028,1.02,16.3,51.9,275.96,zombie
res-zombie-0029,0.53,61.3,1.4,465.28,zombie
res-zombie-0030,0.79,4.0,10.8,135.32,zombie
res-zombie-0031,0.82,3.3,27.9,112.61,zombie
res-zombie-0032,1.14,38.5,33.9,177.4,zombie
res-zombie-0033,0.27,2.5,20.2,383.19,zombie
res-zombie-0034,2.97,92.9,50.4,275.28,zombie
res-zombie-0035,0.94,77.4,76.5,425.25,zombie
res-zombie-0036,2.69,43.4,76.7,407.07,zombie
res-zombie-0037,0.93,92.9,9.4,497.25,zombie
res-zombie-0038,2.31,9.3,65.6,36.41,zombie
res-zombie-0039,2.31,79.9,60.2,431.29,zombie
res-zombie-0040,0.29,27.6,41.4,40.38,zombie
res-zombie-0041,1.34,26.5,39.3,224.05,zombie
res-zombie-0042,2.64,27.0,89.4,224.47,zombie
res-zombie-0043,0.98,50.3,41.8,143.54,zombie
res-zombie-0044,1.51,15.2,35.2,291.58,zombie
res-zombie-0045,1.24,82.4,25.7,485.49,zombie
res-zombie-0046,2.35,96.8,83.8,88.21,zombie
res-zombie-0047,1.58,17.0,81.8,300.4,zombie
res-zombie-0048,0.79,93.0,11.5,290.65,zombie
res-zombie-0049,2.16,5.9,59.8,411.63,zombie
res-zombie-0050,0.2,51.2,25.9,338.2,zombie
